1723489169807,,,,,0.100000,,33745.000000,,,,,,,,,,,
1723489198609,,,,,,,,,,,,,,0.050000,4.000000,33758.000000,2.075000,YES
1723489200324,,,,,,,,0.318029,0.016594,0.002263,0.023695,-0.100000,5345.930000,,,,,
1723489201414,,,,,,,,,,,,,,0.100000,1.000000,33759.000000,2.075000,YES
1723489201516,,1246.000000,,,,,,,,,,,,,,,,
1723489202332,,,,,,,,0.318029,0.016147,0.002211,0.023146,-0.100000,5345.730000,,,,,
1723489202519,,,,,,,,,,,,,,0.100000,2.000000,33761.000000,2.075000,YES
1723489203322,,,0.150000,799.000000,,,,,,,,,,,,,,
1723489203417,,,,,,0.104344,,,,,,,,,,,,
1723489204226,,,,,,,,,,,,,,0.100000,2.000000,33763.000000,2.074000,YES
1723489204324,,1251.000000,,672.000000,,,,,,,,,,,,,,
1723489204374,,,,,,,,0.318029,0.016347,0.002234,0.023392,-0.100000,5345.820000,,,,,
1723489204424,,,,,,,33761.000000,,,,,,,,,,,
1723489205422,,,,658.000000,,,,,,,,,,,,,,
1723489206327,,,,,,,,0.318029,0.015927,0.002185,0.022876,-0.100000,5345.630000,,,,,
1723489206424,,1226.000000,,,,,,,,,,,,,,,,
1723489207223,,,,,,,,,,,,,,0.100000,3.000000,33766.000000,2.074000,YES
1723489207423,,,,671.000000,,,,,,,,,,,,,,
1723489208342,,,,,,,,0.318029,0.015883,0.002180,0.022822,-0.100000,5345.610000,,,,,
1723489208424,,1186.000000,,,,,,,,,,,,,,,,
1723489209428,,,,839.000000,,,,,,,,,,,,,,
1723489210429,,,,671.000000,,,,,,,,,,,,,,
1723489212503,,,,,,,,0.318029,0.015753,0.002165,0.022661,-0.100000,5345.550000,,,,,
1723489214336,,,,,,,,0.318029,0.015971,0.002190,0.022930,-0.100000,5345.650000,,,,,
1723489216044,,,,,,,,,,,,,,0.100000,3.000000,33769.000000,2.074000,
1723489216341,,,,,,,,0.318029,0.015883,0.002180,0.022822,-0.100000,5345.610000,,,,,
1723489217438,,,,839.000000,,,,,,,,,,,,,,
1723489218396,,,,,,,,0.318029,0.015949,0.002188,0.022903,-0.100000,5345.640000,,,,,
1723489218433,,1226.000000,,671.000000,,,,,,,,,,,,,,
1723489222402,,,,,,,,0.318029,0.015993,0.002193,0.022957,-0.100000,5345.660000,,,,,
1723489224247,,,,,,,,0.318029,0.016258,0.002224,0.023283,-0.100000,5345.780000,,,,,
1723489226252,,,,,,,,0.318029,0.016459,0.002247,0.023530,-0.100000,5345.870000,,,,,
1723489227246,,,,670.000000,,,,,,,,,,,,,,
1723489228248,,,,671.000000,,,,,,,,,,,,,,
1723489228405,,,,,,,,0.318029,0.015739,0.002181,0.022457,-0.100000,5345.870000,,,,,
